"nr";"year";"black";"exper";"hisp";"hours";"married";"occ1";"occ2";"occ3";"occ4";"occ5";"occ6";"occ7";"occ8";"occ9";"educ";"union";"lwage";"d81";"d82";"d83";"d84";"d85";"d86";"d87";"expersq"
5248;1981;0;3;0;2640;0;0;0;0;0;0;0;0;1;0;14;0;1,08958196640015;1;0;0;0;0;0;0;9
5248;1982;0;4;0;938;0;0;0;0;0;0;0;0;1;0;14;0;2,03011798858643;0;1;0;0;0;0;0;16
5248;1983;0;5;0;2720;0;0;0;0;0;0;0;1;0;0;14;1;1,04456198215485;0;0;1;0;0;0;0;25
5248;1984;0;6;0;2856;0;0;0;0;0;0;1;0;0;0;14;0;1,12977004051208;0;0;0;1;0;0;0;36
5248;1985;0;7;0;3066;0;0;0;0;0;0;0;0;1;0;14;0;1,19563400745392;0;0;0;0;1;0;0;49
5248;1986;0;8;0;2742;0;0;0;0;0;0;1;0;0;0;14;0;1,57493495941162;0;0;0;0;0;1;0;64
5248;1987;0;9;0;2270;1;0;0;0;0;0;1;0;0;0;14;0;1,90719795227051;0;0;0;0;0;0;1;81
5252;1980;0;2;0;1525;0;0;0;0;0;0;1;0;0;0;10;0;0,411299407482147;0;0;0;0;0;0;0;4
5252;1981;0;3;0;2080;0;0;0;0;0;1;0;0;0;0;10;0;1,68354594707489;1;0;0;0;0;0;0;9
5252;1982;0;4;0;2510;0;0;0;0;0;1;0;0;0;0;10;0;1,27944505214691;0;1;0;0;0;0;0;16
5252;1983;0;5;0;2510;1;0;0;0;0;1;0;0;0;0;10;0;1,59811997413635;0;0;1;0;0;0;0;25
5252;1984;0;6;0;3872;1;0;0;0;0;1;0;0;0;0;10;1;1,23299300670624;0;0;0;1;0;0;0;36
5252;1985;0;7;0;2480;1;0;0;0;0;1;0;0;0;0;10;0;1,47228801250458;0;0;0;0;1;0;0;49
5252;1986;0;8;0;3520;1;0;0;0;0;1;0;0;0;0;10;0;1,21980094909668;0;0;0;0;0;1;0;64
5252;1987;0;9;0;2400;1;0;0;0;0;1;0;0;0;0;10;0;1,66918802261353;0;0;0;0;0;0;1;81
5263;1980;0;3;0;2080;0;0;0;0;0;0;0;1;0;0;14;0;1,63032102584839;0;0;0;0;0;0;0;9
5263;1981;0;4;0;2080;1;0;0;0;1;0;0;0;0;0;14;0;1,59393405914307;1;0;0;0;0;0;0;16
5263;1982;0;5;0;2080;1;0;0;1;0;0;0;0;0;0;14;0;1,65660202503204;0;1;0;0;0;0;0;25
5263;1983;0;6;0;2080;1;0;1;0;0;0;0;0;0;0;14;0;1,78603494167328;0;0;1;0;0;0;0;36
5263;1984;0;7;0;2392;1;0;1;0;0;0;0;0;0;0;14;0;1,60340905189514;0;0;0;1;0;0;0;49
5263;1985;0;8;0;2144;1;0;1;0;0;0;0;0;0;0;14;0;1,67849802970886;0;0;0;0;1;0;0;64
5263;1986;0;9;0;2080;1;0;1;0;0;0;0;0;0;0;14;0;1,85125505924225;0;0;0;0;0;1;0;81
5263;1987;0;10;0;2760;1;0;1;0;0;0;0;0;0;0;14;0;1,52942597866058;0;0;0;0;0;0;1;100
5274;1980;0;2;0;1840;0;0;0;0;0;0;1;0;0;0;12;0;1,66572999954224;0;0;0;0;0;0;0;4
5274;1981;0;3;0;220;1;0;0;0;0;0;0;1;0;0;12;0;2,90042209625244;1;0;0;0;0;0;0;9
5274;1982;0;4;0;644;1;0;0;1;0;0;0;0;0;0;12;0;1,76431500911713;0;1;0;0;0;0;0;16
5274;1983;0;5;0;3443;1;0;0;1;0;0;0;0;0;0;12;0;1,33921802043915;0;0;1;0;0;0;0;25
5274;1984;0;6;0;3774;1;0;0;0;0;1;0;0;0;0;12;0;1,53306603431702;0;0;0;1;0;0;0;36
5274;1985;0;7;0;3920;1;0;0;0;0;0;0;0;0;1;12;0;1,79721403121948;0;0;0;0;1;0;0;49
5274;1986;0;8;0;3669;1;0;0;0;0;0;0;0;0;1;12;0;1,689169049263;0;0;0;0;0;1;0;64
5274;1987;0;9;0;2320;1;0;0;1;0;0;0;0;0;0;12;1;3,31252694129944;0;0;0;0;0;0;1;81
5335;1980;0;3;0;2080;0;0;0;0;0;0;0;1;0;0;12;0;1,44799995422363;0;0;0;0;0;0;0;9
5335;1981;0;4;0;2080;1;0;0;0;0;0;0;1;0;0;12;0;1,8170770406723;1;0;0;0;0;0;0;16
5335;1982;0;5;0;2080;1;0;0;0;0;0;0;1;0;0;12;0;1,75504195690155;0;1;0;0;0;0;0;25
5335;1983;0;6;0;2560;1;0;0;0;1;0;0;0;0;0;12;0;1,45323204994202;0;0;1;0;0;0;0;36
5335;1984;0;7;0;2830;1;0;1;0;0;0;0;0;0;0;12;0;1,49242103099823;0;0;0;1;0;0;0;49
5335;1985;0;8;0;3535;1;0;1;0;0;0;0;0;0;0;12;0;1,05329501628876;0;0;0;0;1;0;0;64
5335;1986;0;9;0;2800;1;0;1;0;0;0;0;0;0;0;12;0;1,50270998477936;0;0;0;0;0;1;0;81
5335;1987;0;10;0;2600;1;0;1;0;0;0;0;0;0;0;12;1;1,48378503322601;0;0;0;0;0;0;1;100
5345;1980;0;2;0;1360;0;1;0;0;0;0;0;0;0;0;12;0;1,51620805263519;0;0;0;0;0;0;0;4
5345;1981;0;3;0;1760;0;0;0;0;1;0;0;0;0;0;12;0;0,820980489253998;1;0;0;0;0;0;0;9
5345;1982;0;4;0;1820;0;0;0;0;1;0;0;0;0;0;12;0;1,25605094432831;0;1;0;0;0;0;0;16
5345;1983;0;5;0;2045;0;1;0;0;0;0;0;0;0;0;12;0;1,10985803604126;0;0;1;0;0;0;0;25
5345;1984;0;6;0;2080;0;0;0;0;1;0;0;0;0;0;12;0;1,39486396312714;0;0;0;1;0;0;0;36
5345;1985;0;7;0;2285;0;0;0;0;1;0;0;0;0;0;12;0;1,42064905166626;0;0;0;0;1;0;0;49
5345;1986;0;8;0;2750;0;1;0;0;0;0;0;0;0;0;12;0;1,97748696804047;0;0;0;0;0;1;0;64
5345;1987;0;9;0;2860;1;0;0;0;1;0;0;0;0;0;12;0;1,96383905410767;0;0;0;0;0;0;1;81
5359;1980;0;4;0;2080;0;0;0;0;0;0;1;0;0;0;12;0;0,24402679502964;0;0;0;0;0;0;0;16
5359;1981;0;5;0;2080;0;0;0;0;0;0;1;0;0;0;12;0;1,00091505050659;1;0;0;0;0;0;0;25
5359;1982;0;6;0;1855;0;0;0;0;0;0;1;0;0;0;12;0;0,982034385204315;0;1;0;0;0;0;0;36
5359;1983;0;7;0;1820;0;0;0;0;0;0;1;0;0;0;12;0;1,0604339838028;0;0;1;0;0;0;0;49
5359;1984;0;8;0;1882;0;0;0;0;0;0;1;0;0;0;12;0;1,02489399909973;0;0;0;1;0;0;0;64
5359;1985;0;9;0;1846;0;0;0;0;0;0;1;0;0;0;12;0;1,09907102584839;0;0;0;0;1;0;0;81
5359;1986;0;10;0;1949;0;0;0;0;0;1;0;0;0;0;12;0;1,2814279794693;0;0;0;0;0;1;0;100
5359;1987;0;11;0;2012;0;0;0;0;0;0;1;0;0;0;12;0;1,12192094326019;0;0;0;0;0;0;1;121
5368;1980;0;1;0;1129;0;0;0;0;0;0;0;1;0;0;12;0;1,11742699146271;0;0;0;0;0;0;0;1
5368;1981;0;2;0;1695;0;0;0;0;0;1;0;0;0;0;12;0;0,753251075744629;1;0;0;0;0;0;0;4
5368;1982;0;3;0;983;1;0;0;0;0;1;0;0;0;0;12;0;1,30058300495148;0;1;0;0;0;0;0;9
5368;1983;0;4;0;2900;1;0;0;0;1;0;0;0;0;0;12;0;1,4536919593811;0;0;1;0;0;0;0;16
5368;1984;0;5;0;2640;1;0;1;0;0;0;0;0;0;0;12;0;1,50476002693176;0;0;0;1;0;0;0;25
5368;1985;0;6;0;2600;1;0;1;0;0;0;0;0;0;0;12;0;1,48565995693207;0;0;0;0;1;0;0;36
5368;1986;0;7;0;2270;1;0;1;0;0;0;0;0;0;0;12;0;1,60132396221161;0;0;0;0;0;1;0;49
5368;1987;0;8;0;2400;1;0;1;0;0;0;0;0;0;0;12;0;1,50666904449463;0;0;0;0;0;0;1;64
5377;1980;0;2;0;960;0;0;0;0;1;0;0;0;0;0;12;0;1,5280419588089;0;0;0;0;0;0;0;4
5377;1981;0;3;0;2080;0;0;0;0;0;0;1;0;0;0;12;0;1,63225305080414;1;0;0;0;0;0;0;9
5377;1982;0;4;0;2080;0;0;0;0;0;0;1;0;0;0;12;0;1,63569498062134;0;1;0;0;0;0;0;16
5377;1983;0;5;0;2080;0;0;0;0;0;0;1;0;0;0;12;0;1,72540998458862;0;0;1;0;0;0;0;25
5377;1984;0;6;0;2330;0;0;0;0;0;1;0;0;0;0;12;0;1,50929594039917;0;0;0;1;0;0;0;36
5377;1985;0;7;0;2130;0;0;0;0;0;1;0;0;0;0;12;0;1,49089300632477;0;0;0;0;1;0;0;49
5377;1986;0;8;0;2080;0;0;0;0;0;1;0;0;0;0;12;0;1,56357300281525;0;0;0;0;0;1;0;64
5377;1987;0;9;0;2080;0;0;0;0;0;1;0;0;0;0;12;0;1,52460694313049;0;0;0;0;0;0;1;81
5390;1980;0;2;0;2396;1;0;0;0;0;1;0;0;0;0;14;0;1,59923601150513;0;0;0;0;0;0;0;4
5390;1981;0;3;0;2555;1;0;0;0;0;1;0;0;0;0;14;0;1,3237110376358;1;0;0;0;0;0;0;9
5390;1982;0;4;0;2474;1;0;0;0;0;1;0;0;0;0;14;0;1,51703500747681;0;1;0;0;0;0;0;16
5390;1983;0;5;0;2702;1;0;0;0;0;1;0;0;0;0;14;0;1,46378600597382;0;0;1;0;0;0;0;25
5390;1984;0;6;0;2799;1;0;0;0;0;1;0;0;0;0;14;0;1,55750203132629;0;0;0;1;0;0;0;36
5390;1985;0;7;0;2636;1;0;0;0;0;1;0;0;0;0;14;0;1,58313405513763;0;0;0;0;1;0;0;49
5390;1986;0;8;0;2748;1;0;0;0;0;1;0;0;0;0;14;0;1,57274901866913;0;0;0;0;0;1;0;64
5390;1987;0;9;0;2808;1;0;0;0;0;1;0;0;0;0;14;0;1,60749399662018;0;0;0;0;0;0;1;81
5419;1980;0;2;0;1660;0;0;0;0;1;0;0;0;0;0;11;0;0,651898622512817;0;0;0;0;0;0;0;4
5419;1981;0;3;0;1444;0;0;0;0;1;0;0;0;0;0;11;0;0,913516819477081;1;0;0;0;0;0;0;9
5419;1982;0;4;0;1760;0;0;0;0;1;0;0;0;0;0;11;0;0,653584718704224;0;1;0;0;0;0;0;16
5419;1983;0;5;0;1590;0;0;0;0;1;0;0;0;0;0;11;0;1,19553601741791;0;0;1;0;0;0;0;25
5419;1984;0;6;0;2022;0;1;0;0;0;0;0;0;0;0;11;0;1,62608599662781;0;0;0;1;0;0;0;36
5419;1985;0;7;0;2300;0;1;0;0;0;0;0;0;0;0;11;0;1,81957101821899;0;0;0;0;1;0;0;49
5419;1986;0;8;0;2340;1;1;0;0;0;0;0;0;0;0;11;1;1,93641304969788;0;0;0;0;0;1;0;64
5419;1987;0;9;0;2180;1;1;0;0;0;0;0;0;0;0;11;1;2,00827789306641;0;0;0;0;0;0;1;81
5435;1980;0;2;0;2600;0;0;0;0;0;0;1;0;0;0;11;0;1,11949598789215;0;0;0;0;0;0;0;4
5435;1981;0;3;0;2216;0;0;0;0;0;0;1;0;0;0;11;0;1,26098096370697;1;0;0;0;0;0;0;9
5435;1982;0;4;0;2280;0;0;0;0;0;0;1;0;0;0;11;0;1,19323098659515;0;1;0;0;0;0;0;16
5435;1983;0;5;0;2190;1;0;0;0;0;0;1;0;0;0;11;0;1,20387303829193;0;0;1;0;0;0;0;25
5435;1984;0;6;0;2088;1;0;0;0;0;0;1;0;0;0;11;0;1,39932405948639;0;0;0;1;0;0;0;36
5435;1985;0;7;0;2416;1;0;0;0;1;0;0;0;0;0;11;0;1,29079401493073;0;0;0;0;1;0;0;49
5435;1986;0;8;0;2576;1;0;0;1;0;0;0;0;0;0;11;0;1,28070998191833;0;0;0;0;0;1;0;64
5435;1987;0;9;0;2600;1;0;0;0;1;0;0;0;0;0;11;0;1,30146300792694;0;0;0;0;0;0;1;81
5437;1980;0;2;0;1928;1;0;0;0;0;0;0;0;1;0;12;0;1,5621429681778;0;0;0;0;0;0;0;4
5437;1981;0;3;0;2064;1;0;0;0;0;0;0;0;1;0;12;0;1,46857094764709;1;0;0;0;0;0;0;9
5437;1982;0;4;0;2080;1;0;0;0;0;0;0;0;1;0;12;0;1,29746103286743;0;1;0;0;0;0;0;16
5437;1983;0;5;0;2315;1;0;0;0;0;0;0;1;0;0;12;0;1,29678499698639;0;0;1;0;0;0;0;25
5437;1984;0;6;0;3065;1;0;0;0;1;0;0;0;0;0;12;0;1,45080101490021;0;0;0;1;0;0;0;36
5437;1985;0;7;0;2905;1;0;0;0;0;1;0;0;0;0;12;0;1,52214300632477;0;0;0;0;1;0;0;49
5437;1986;0;8;0;2860;1;0;0;0;0;1;0;0;0;0;12;0;1,61438095569611;0;0;0;0;0;1;0;64
5437;1987;0;9;0;2705;1;0;1;0;0;0;0;0;0;0;12;0;1,83096694946289;0;0;0;0;0;0;1;81
5497;1980;0;2;0;2080;1;0;0;0;1;0;0;0;0;0;12;0;1,33952295780182;0;0;0;0;0;0;0;4
5497;1981;0;3;0;2080;1;0;0;0;1;0;0;0;0;0;12;0;1,48683595657349;1;0;0;0;0;0;0;9
5497;1982;0;4;0;2300;1;0;0;0;1;0;0;0;0;0;12;0;1,52096903324127;0;1;0;0;0;0;0;16
5497;1983;0;5;0;2555;1;0;1;0;0;0;0;0;0;0;12;0;1,40739703178406;0;0;1;0;0;0;0;25
5497;1984;0;6;0;3030;1;0;1;0;0;0;0;0;0;0;12;0;1,32492804527283;0;0;0;1;0;0;0;36
5497;1985;0;7;0;3120;1;0;1;0;0;0;0;0;0;0;12;0;1,38789594173431;0;0;0;0;1;0;0;49
5497;1986;0;8;0;2520;1;0;1;0;0;0;0;0;0;0;12;0;1,62373697757721;0;0;0;0;0;1;0;64
5497;1987;0;9;0;3330;1;0;1;0;0;0;0;0;0;0;12;0;1,39047503471375;0;0;0;0;0;0;1;81
5525;1980;0;5;0;2265;0;0;0;0;0;0;0;1;0;0;8;0;1,09360504150391;0;0;0;0;0;0;0;25
5525;1981;0;6;0;1753;0;0;0;0;0;0;1;0;0;0;8;0;1,41275203227997;1;0;0;0;0;0;0;36
5525;1982;0;7;0;1530;0;0;0;0;0;0;0;1;0;0;8;0;1,23546397686005;0;1;0;0;0;0;0;49
5525;1983;0;8;0;2090;0;0;0;0;0;0;0;1;0;0;8;0;1,29939997196198;0;0;1;0;0;0;0;64
5525;1984;0;9;0;2860;1;0;0;0;0;1;0;0;0;0;8;0;1,03385102748871;0;0;0;1;0;0;0;81
5525;1985;0;10;0;2645;1;0;0;0;0;1;0;0;0;0;8;0;1,32313394546509;0;0;0;0;1;0;0;100
5525;1986;0;11;0;2600;1;0;0;0;0;1;0;0;0;0;8;0;1,55015003681183;0;0;0;0;0;1;0;121
5525;1987;0;12;0;2600;1;0;0;0;0;1;0;0;0;0;8;0;1,56382703781128;0;0;0;0;0;0;1;144
5529;1980;0;4;0;2000;1;0;0;0;0;0;0;1;0;0;10;0;1,26407694816589;0;0;0;0;0;0;0;16
5529;1981;0;5;0;2725;1;0;0;0;0;0;0;1;0;0;10;0;1,33933699131012;1;0;0;0;0;0;0;25
5529;1982;0;6;0;1875;1;0;0;0;0;0;1;0;0;0;10;0;1,72527003288269;0;1;0;0;0;0;0;36
5529;1983;0;7;0;1920;1;0;0;0;0;0;0;1;0;0;10;0;1,59781301021576;0;0;1;0;0;0;0;49
5529;1984;0;8;0;1920;1;0;0;0;0;0;0;1;0;0;10;0;1,69805097579956;0;0;0;1;0;0;0;64
5529;1985;0;9;0;2080;1;0;0;0;0;1;0;0;0;0;10;0;1,76596200466156;0;0;0;0;1;0;0;81
5529;1986;0;10;0;1784;1;0;0;0;0;1;0;0;0;0;10;0;2,00476503372192;0;0;0;0;0;1;0;100
5529;1987;0;11;0;1912;1;0;0;0;0;1;0;0;0;0;10;0;2,03626894950867;0;0;0;0;0;0;1;121
5531;1980;0;5;0;2128;0;0;0;1;0;0;0;0;0;0;12;0;1,6483279466629;0;0;0;0;0;0;0;25
5531;1981;0;6;0;2240;0;0;0;1;0;0;0;0;0;0;12;0;1,53533005714417;1;0;0;0;0;0;0;36
5531;1982;0;7;0;2522;0;0;0;1;0;0;0;0;0;0;12;0;1,53060901165009;0;1;0;0;0;0;0;49
5531;1983;0;8;0;2810;0;0;0;1;0;0;0;0;0;0;12;0;1,83005905151367;0;0;1;0;0;0;0;64
5531;1984;0;9;0;2680;1;0;0;1;0;0;0;0;0;0;12;0;2,05770611763;0;0;0;1;0;0;0;81
5531;1985;0;10;0;2600;1;0;0;1;0;0;0;0;0;0;12;0;2,23596501350403;0;0;0;0;1;0;0;100
5531;1986;0;11;0;2600;1;0;0;1;0;0;0;0;0;0;12;0;2,39357900619507;0;0;0;0;0;1;0;121
5531;1987;0;12;0;2600;1;0;1;0;0;0;0;0;0;0;12;0;2,17693209648132;0;0;0;0;0;0;1;144
5579;1980;0;2;0;1220;0;0;0;0;1;0;0;0;0;0;10;0;1,28836905956268;0;0;0;0;0;0;0;4
5579;1981;0;3;0;2115;0;0;0;0;0;1;0;0;0;0;10;0;1,51270794868469;1;0;0;0;0;0;0;9
5579;1982;0;4;0;2120;0;0;0;0;0;1;0;0;0;0;10;0;1,2659900188446;0;1;0;0;0;0;0;16
5579;1983;0;5;0;2080;0;0;0;0;0;1;0;0;0;0;10;0;1,35071694850922;0;0;1;0;0;0;0;25
5579;1984;0;6;0;2080;1;0;0;0;0;1;0;0;0;0;10;0;1,47490704059601;0;0;0;1;0;0;0;36
5579;1985;0;7;0;2040;1;0;0;0;0;1;0;0;0;0;10;0;1,48277199268341;0;0;0;0;1;0;0;49
5579;1986;0;8;0;2080;1;0;0;0;0;1;0;0;0;0;10;0;1,56357300281525;0;0;0;0;0;1;0;64
5579;1987;0;9;0;2080;1;0;0;0;0;1;0;0;0;0;10;0;1,62836599349976;0;0;0;0;0;0;1;81
5588;1980;0;8;0;1940;0;0;0;0;0;0;0;1;0;0;9;0;1,41231894493103;0;0;0;0;0;0;0;64
5588;1981;0;9;0;2200;1;0;0;0;0;0;1;0;0;0;9;0;1,98413097858429;1;0;0;0;0;0;0;81
5588;1982;0;10;0;3965;1;0;0;0;0;0;1;0;0;0;9;0;1,66952002048492;0;1;0;0;0;0;0;100
5588;1983;0;11;0;3973;1;0;0;0;0;0;1;0;0;0;9;0;1,13888096809387;0;0;1;0;0;0;0;121
5588;1984;0;12;0;3900;1;0;0;0;0;0;1;0;0;0;9;0;1,47429096698761;0;0;0;1;0;0;0;144
5588;1985;0;13;0;1743;1;0;0;0;0;0;1;0;0;0;9;0;1,47715294361115;0;0;0;0;1;0;0;169
5588;1986;0;14;0;630;1;0;0;0;0;0;1;0;0;0;9;0;2,68898296356201;0;0;0;0;0;1;0;196
5588;1987;0;15;0;3080;1;0;0;0;0;0;1;0;0;0;9;1;1,36843395233154;0;0;0;0;0;0;1;225
5599;1980;0;2;0;1920;0;0;0;0;1;0;0;0;0;0;14;0;1,99804604053497;0;0;0;0;0;0;0;4
5599;1981;0;3;0;2080;1;1;0;0;0;0;0;0;0;0;14;0;1,60943794250488;1;0;0;0;0;0;0;9
5599;1982;0;4;0;1870;1;1;0;0;0;0;0;0;0;0;14;0;1,69157195091248;0;1;0;0;0;0;0;16
5599;1983;0;5;0;1902;1;1;0;0;0;0;0;0;0;0;14;0;1,87549698352814;0;0;1;0;0;0;0;25
5599;1984;0;6;0;2044;1;1;0;0;0;0;0;0;0;0;14;0;1,77812302112579;0;0;0;1;0;0;0;36
5599;1985;0;7;0;1870;1;1;0;0;0;0;0;0;0;0;14;0;1,87239098548889;0;0;0;0;1;0;0;49
5599;1986;0;8;0;2005;1;0;1;0;0;0;0;0;0;0;14;0;1,78261804580688;0;0;0;0;0;1;0;64
5599;1987;0;9;0;2080;1;1;0;0;0;0;0;0;0;0;14;0;1,82223904132843;0;0;0;0;0;0;1;81
5650;1980;0;2;0;1634;0;0;0;0;0;0;0;1;0;0;11;0;1,17851102352142;0;0;0;0;0;0;0;4
5650;1981;0;3;0;1920;0;0;0;0;0;0;0;1;0;0;11;1;1,4271160364151;1;0;0;0;0;0;0;9
5650;1982;0;4;0;1895;0;0;0;0;0;0;1;0;0;0;11;0;1,4269779920578;0;1;0;0;0;0;0;16
5650;1983;0;5;0;2508;0;0;0;0;0;0;1;0;0;0;11;1;1,65607500076294;0;0;1;0;0;0;0;25
5650;1984;0;6;0;2242;0;0;0;0;0;0;0;1;0;0;11;0;1,87948000431061;0;0;0;1;0;0;0;36
5650;1985;0;7;0;2112;1;0;0;0;0;0;0;1;0;0;11;0;1,63291096687317;0;0;0;0;1;0;0;49
5650;1986;0;8;0;2080;1;0;0;0;0;0;1;0;0;0;11;0;1,78404605388641;0;0;0;0;0;1;0;64
5650;1987;0;9;0;2620;1;0;0;0;0;1;0;0;0;0;11;1;1,58148205280304;0;0;0;0;0;0;1;81
5660;1980;0;2;0;2448;1;0;0;0;0;1;0;0;0;0;12;0;1,84568297863007;0;0;0;0;0;0;0;4
5660;1981;0;3;0;2395;1;0;0;0;0;1;0;0;0;0;12;0;1,78547704219818;1;0;0;0;0;0;0;9
5660;1982;0;4;0;2629;1;0;0;1;0;0;0;0;0;0;12;0;2,00631403923035;0;1;0;0;0;0;0;16
5660;1983;0;5;0;2390;1;0;0;1;0;0;0;0;0;0;12;0;1,94939005374908;0;0;1;0;0;0;0;25
5660;1984;0;6;0;2140;1;0;0;1;0;0;0;0;0;0;12;0;2,01701402664185;0;0;0;1;0;0;0;36
5660;1985;0;7;0;2470;0;0;0;1;0;0;0;0;0;0;12;0;1,95790600776672;0;0;0;0;1;0;0;49
5660;1986;0;8;0;2415;0;0;0;1;0;0;0;0;0;0;12;0;1,98333597183228;0;0;0;0;0;1;0;64
5660;1987;0;9;0;2340;0;0;0;1;0;0;0;0;0;0;12;0;2,03097796440125;0;0;0;0;0;0;1;81
5665;1980;0;3;0;2203;0;0;0;1;0;0;0;0;0;0;14;0;1,42976796627045;0;0;0;0;0;0;0;9
5665;1981;0;4;0;1864;0;0;1;0;0;0;0;0;0;0;14;0;1,29419803619385;1;0;0;0;0;0;0;16
5665;1982;0;5;0;2080;0;0;1;0;0;0;0;0;0;0;14;0;1,58514297008514;0;1;0;0;0;0;0;25
5665;1983;0;6;0;2480;0;0;1;0;0;0;0;0;0;0;14;1;1,34187996387482;0;0;1;0;0;0;0;36
5665;1984;0;7;0;2190;0;0;1;0;0;0;0;0;0;0;14;1;1,25631904602051;0;0;0;1;0;0;0;49
5665;1985;0;8;0;2490;0;0;1;0;0;0;0;0;0;0;14;0;1,18058204650879;0;0;0;0;1;0;0;64
5665;1986;0;9;0;2478;0;0;1;0;0;0;0;0;0;0;14;0;1,16534495353699;0;0;0;0;0;1;0;81
5665;1987;0;10;0;3200;0;0;0;0;0;0;1;0;0;0;14;1;1,27614498138428;0;0;0;0;0;0;1;100
5666;1980;0;1;0;1490;0;0;0;0;0;1;0;0;0;0;14;0;1,67623102664948;0;0;0;0;0;0;0;1
5666;1981;0;2;0;1605;0;0;0;0;0;0;0;0;1;0;14;0;1,50095701217651;1;0;0;0;0;0;0;4
5666;1982;0;3;0;2080;1;0;1;0;0;0;0;0;0;0;14;0;1,69050300121307;0;1;0;0;0;0;0;9
5666;1983;0;4;0;2200;1;0;1;0;0;0;0;0;0;0;14;0;1,66932094097137;0;0;1;0;0;0;0;16
5666;1984;0;5;0;2600;1;0;0;1;0;0;0;0;0;0;14;0;1,68254601955414;0;0;0;1;0;0;0;25
5666;1985;0;6;0;2600;1;0;0;1;0;0;0;0;0;0;14;0;1,9105429649353;0;0;0;0;1;0;0;36
5666;1986;0;7;0;2415;1;0;0;1;0;0;0;0;0;0;14;0;1,88424503803253;0;0;0;0;0;1;0;49
5666;1987;0;8;0;2495;1;0;0;1;0;0;0;0;0;0;14;0;2,18998408317566;0;0;0;0;0;0;1;64
5698;1980;0;4;0;1915;0;0;0;0;1;0;0;0;0;0;12;0;1,71297097206116;0;0;0;0;0;0;0;16
5698;1981;0;5;0;1440;1;0;0;0;1;0;0;0;0;0;12;0;1,81010901927948;1;0;0;0;0;0;0;25
5698;1982;0;6;0;2080;1;0;0;0;1;0;0;0;0;0;12;1;1,46736001968384;0;1;0;0;0;0;0;36
5698;1983;0;7;0;1920;1;0;0;0;1;0;0;0;0;0;12;1;1,74091398715973;0;0;1;0;0;0;0;49
5698;1984;0;8;0;2080;1;0;0;0;1;0;0;0;0;0;12;1;1,71331799030304;0;0;0;1;0;0;0;64
5698;1985;0;9;0;2080;1;0;0;0;1;0;0;0;0;0;12;1;2,13368701934814;0;0;0;0;1;0;0;81
5698;1986;0;10;0;2080;1;0;0;0;1;0;0;0;0;0;12;1;2,07439804077148;0;0;0;0;0;1;0;100
5698;1987;0;11;0;2080;1;0;0;0;1;0;0;0;0;0;12;1;2,11239290237427;0;0;0;0;0;0;1;121
5699;1980;0;2;0;2272;0;0;0;0;1;0;0;0;0;0;13;0;1,82971096038818;0;0;0;0;0;0;0;4
5699;1981;0;3;0;2080;1;0;0;0;0;0;1;0;0;0;13;0;1,93485999107361;1;0;0;0;0;0;0;9
5699;1982;0;4;0;1400;1;0;0;1;0;0;0;0;0;0;13;0;1,86325597763062;0;1;0;0;0;0;0;16
5699;1983;0;5;0;1227;1;0;0;0;1;0;0;0;0;0;13;0;1,56005895137787;0;0;1;0;0;0;0;25
5699;1984;0;6;0;2236;1;0;0;1;0;0;0;0;0;0;13;0;1,9286789894104;0;0;0;1;0;0;0;36
5699;1985;0;7;0;2236;1;0;1;0;0;0;0;0;0;0;13;0;1,98132300376892;0;0;0;0;1;0;0;49
5699;1986;0;8;0;2113;1;0;0;0;1;0;0;0;0;0;13;0;2,05865693092346;0;0;0;0;0;1;0;64
5699;1987;0;9;0;2080;1;0;0;0;1;0;0;0;0;0;13;0;2,14876103401184;0;0;0;0;0;0;1;81
5731;1980;0;3;1;2098;1;0;0;0;0;0;1;0;0;0;11;1;1,20492601394653;0;0;0;0;0;0;0;9
5731;1981;0;4;1;2080;1;0;0;0;0;1;0;0;0;0;11;0;1,01856994628906;1;0;0;0;0;0;0;16
5731;1982;0;5;1;2080;1;0;0;0;0;0;0;1;0;0;11;0;1,31459701061249;0;1;0;0;0;0;0;25
5731;1983;0;6;1;2080;1;0;0;0;1;0;0;0;0;0;11;0;1,47051799297333;0;0;1;0;0;0;0;36
5731;1984;0;7;1;2080;1;0;0;0;1;0;0;0;0;0;11;0;1,4454779624939;0;0;0;1;0;0;0;49
5731;1985;0;8;1;2080;1;0;0;0;1;0;0;0;0;0;11;0;1,70880305767059;0;0;0;0;1;0;0;64
5731;1986;0;9;1;2080;1;0;0;0;1;0;0;0;0;0;11;0;2,38188290596008;0;0;0;0;0;1;0;81
5731;1987;0;10;1;2080;1;0;0;0;0;0;0;1;0;0;11;1;1,58914494514465;0;0;0;0;0;0;1;100
5750;1980;0;5;1;1240;1;0;0;0;0;0;1;0;0;0;11;1;1,0489649772644;0;0;0;0;0;0;0;25
5750;1981;0;6;1;2674;1;0;0;0;1;0;0;0;0;0;11;1;1,2781879901886;1;0;0;0;0;0;0;36
5750;1982;0;7;1;2136;1;0;0;0;1;0;0;0;0;0;11;0;1,66393601894379;0;1;0;0;0;0;0;49
5750;1983;0;8;1;2272;1;0;0;0;1;0;0;0;0;0;11;1;1,63711798191071;0;0;1;0;0;0;0;64
5750;1984;0;9;1;2100;1;0;1;0;0;0;0;0;0;0;11;1;1,84482705593109;0;0;0;1;0;0;0;81
